Datetime,Winter,Spring,Summer,Autumn
0,4.716666666666667,2.3840579710144927,0.9420289855072465,2.120879120879121
1,4.625925925925926,2.2789855072463765,0.8876811594202899,2.010989010989011
2,4.5962962962962965,2.260869565217391,0.8333333333333334,1.967032967032967
3,4.640740740740741,2.238095238095238,0.8586956521739131,1.9710144927536233
4,4.696296296296296,2.311355311355311,0.8804347826086957,2.098901098901099
5,4.811111111111111,2.442028985507246,0.9565217391304348,2.2527472527472527
6,4.944444444444445,2.5905797101449273,0.996376811594203,2.36996336996337
7,5.111111111111111,2.7246376811594204,1.0144927536231882,2.413919413919414
8,5.281481481481482,2.8260869565217392,1.0471014492753623,2.41025641025641
9,5.381481481481481,2.851449275362319,1.0543478260869565,2.4065934065934065
10,5.4185185185185185,2.782608695652174,1.0615942028985508,2.358974358974359
11,5.448148148148148,2.739130434782609,1.065217391304348,2.3626373626373627
12,5.5962962962962965,2.7789855072463765,1.1159420289855073,2.5164835164835164
13,5.7518518518518515,2.88768115942029,1.1231884057971013,2.791208791208791
14,5.95925925925926,3.003623188405797,1.1702898550724639,3.102564102564102
15,6.437037037037038,3.1920289855072466,1.2173913043478262,3.245421245421245
16,7.003703703703704,3.351449275362319,1.2789855072463767,3.2747252747252746
17,7.307407407407407,3.6775362318840576,1.3188405797101448,3.1575091575091574
18,7.003703703703704,3.760869565217391,1.3333333333333335,3.0952380952380953
19,6.414814814814815,3.6159420289855073,1.3985507246376812,2.9706959706959704
20,5.818518518518518,3.1594202898550727,1.3623188405797102,2.8461538461538463
21,5.392592592592592,2.7717391304347827,1.3442028985507246,2.663003663003663
22,5.088888888888889,2.6050724637681157,1.2173913043478262,2.4945054945054945
23,4.888888888888889,2.4528985507246377,1.1014492753623188,2.32967032967033
